ID,Order,Family,Binomial,CommonName,Landmass,Date,Pathway,Method,Inv. Stage,A. Realm,N. Realm,References,Notes
123,Diprotodontia,Macropodidae,Petrogale penicillata,Brush-Tailed Rock Wallaby,Oahu Island,1916,Pet,Escape,Established,Nearctic,Australian,"Long 2003, Heinsohn 2010, Menkhorst & Hynes 2011, Woinarski & Burbidge 2016f",
124,Diprotodontia,Macropodidae,Petrogale penicillata,Brush-Tailed Rock Wallaby,Kawau Island,1863,"Fauna Improvement, Hunting",Release,Invasive,Australian,Australian,"Long 2003, Heinsohn 2010, Menkhorst & Hynes 2011, DPIPWE 2012, Woinarski & Burbidge 2016f, BNZ 2019",
125,Primates,Cercopithecidae,Piliocolobus kirkii,Zanzibar Red Colobus,Pemba Island,1973,Conservation,Release,Established,Afrotropical,Afrotropical,"Long 2003, Butynski & de Jong 2011, Struhsaker & Siex 2016, Davenport et al. 2017",Assisted colonization following the IUCN Guidelines for Conservation Translocations
126,Rodentia,Muridae,Pseudomys fieldi,Djoongari,Faure Island,2002,Conservation,Release,Established,Australian,Australian,"Long 2003, Seddon et al. 2015, Woinarski & Burbidge 2016b",Assisted colonization following the IUCN Guidelines for Conservation Translocations
127,Rodentia,Muridae,Pseudomys fieldi,Djoongari,North West Island,1999,Conservation,Release,Established,Australian,Australian,"Long 2003, Seddon et al. 2015, Woinarski & Burbidge 2016b",Assisted colonization following the IUCN Guidelines for Conservation Translocations
128,Cetartiodactyla,Cervidae,Rusa marianna,Philippine Deer,Pohnpei Island,1904,Hunting,Release,Invasive,Oceanian,Oriental,"Wiles et al. 1999, 2012, MacKinnon et al. 2015",
129,Cetartiodactyla,Cervidae,Rusa marianna,Philippine Deer,Guam Island,1771,Hunting,Release,Invasive,Oceanian,Oriental,"Wiles et al. 1999, 2012, MacKinnon et al. 2015",
130,Cetartiodactyla,Cervidae,Rusa marianna,Philippine Deer,Rota Island,1880,Hunting,Release,Invasive,Oceanian,Oriental,"Wiles et al. 1999, 2012, MacKinnon et al. 2015",
131,Cetartiodactyla,Cervidae,Rusa marianna,Philippine Deer,Saipan Island,1900,Hunting,Release,Invasive,Oceanian,Oriental,"Wiles et al. 1999, 2012, MacKinnon et al. 2015",
132,Cetartiodactyla,Cervidae,Rusa marianna,Philippine Deer,Tinian Island,2010,Hunting,Release,Invasive,Oceanian,Oriental,"Wiles et al. 1999, Brooke 2012, Wiles et al. 2012",
133,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Banda Island,1680,Hunting,Release,Established,Oceanian,Oriental,"Long 2003, Hedges et al. 2015",
134,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Horsburgh Island,,Hunting,Release,Invasive,Oriental,Oriental,"Long 2003, DEEA 2016",
135,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Whitsunday Island,,Hunting,"Escape, Release",Invasive,Australian,Oriental,"Long 2003, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016, GBIF.org 2020ad",
136,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Hamilton Island,,Hunting,"Escape, Release",Invasive,Australian,Oriental,"West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016",
137,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Friday Island,1912,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, DEEA 2016, DAFBQ 2016, GBIF.org 2020ad",
138,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Moa Island,,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Mortiarty 2004, West 2011, DEEA 2016, Davis et al. 2016",
139,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Entrance Island,,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Mortiarty 2004, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016",
140,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Saibai Island,1925,Hunting,Unaided,Invasive,Oceanian,Oriental,"Long 2003, West 2011, DEEA 2016, Davis et al. 2016",
141,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Port Lihou Island,1912,"Fauna Improvement, Hunting",Unaided,Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016",Natural expansion from Friday Island
142,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Boigu Island,1925,Hunting,Unaided,Invasive,Oceanian,Oriental,"Long 2003, DEEA 2016, Davis et al. 2016",
143,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Keriri Island,,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Mortiarty 2004, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016",
144,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Groote Eylandt Island,1952,Hunting,Release,Invasive,Australian,Oriental,"Long 2003, DEEA 2016, Davis et al. 2016",
145,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,North East Island,1952,Hunting,Release,Invasive,Australian,Oriental,"Long 2003, DEEA 2016, Davis et al. 2016, GBIF.org 2020ad",
146,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Luf Island,1909,Hunting,Release,Established,Oceanian,Oriental,Long 2003,
147,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Mornington Island,,Hunting,Release,Invasive,Australian,Oriental,"Long 2003, West 2011, Davis et al. 2016",
148,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,South Wellesley Island,,Hunting,Release,Invasive,Australian,Oriental,"Long 2003, West 2011, Davis et al. 2016",
149,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,New Guinea Island,1900,Hunting,Release,Established,Oceanian,Oriental,"Long 2003, Hedges et al. 2015",
150,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Ternate Island,-1000,Hunting (L),Release (L),Established,Oriental,Oriental,"Heinsohn 2003, Long 2003, Hedges et al. 2015",
151,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Sulabesi Island,1680,Hunting,Release,Established,Oceanian,Oriental,"Long 2003, Hedges et al. 2015",
152,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Borneo Island,1995,Hunting,Release,Established,Oriental,Oriental,"Long 2003, Hedges et al. 2015",
153,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Sulawesi Island,-4000,Hunting (L),Release (L),Established,Oriental,Oriental,"Heinsohn 2003, Long 2003, Corlett 2010, Hedges et al. 2015",
154,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Aru Archipelago,1855,Hunting,Release,Established,Oceanian,Oriental,Long 2003,
155,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Belangbelang Island,1930,Hunting,Release,Established,Oceanian,Oriental,Long 2003,
156,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Léprédour Island,1875,Hunting,Release,Invasive,Oceanian,Oriental,"Long 2003, Hedges et al. 2015",
157,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, Davis et al. 2016",
158,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, Davis et al. 2016",
159,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
160,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
161,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
162,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
163,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
164,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
165,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Davis et al. 2016",
166,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release, Unaided (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Davis et al. 2016, GBIF.org 2020ad",
167,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,1868,"Farming, Fauna Improvement, Hunting","Escape, Release",Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, Hedges et al. 2015, GBIF.org 2020ad",
168,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting",Unaided (L),Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016",
169,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,1875,Hunting,Release,Invasive,Australian,Oriental,"Long 2003, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016, GBIF.org 2020ad",
170,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,1875,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, Hedges et al. 2015, DAFBQ 2016, Davis et al. 2016, GBIF.org 2020ad",
171,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,1907,"Farming, Fauna Improvement, Hunting","Escape, Release",Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, Hedges et al. 2015, Davis et al. 2016, GBIF.org 2020ad",
172,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,North Island,1907,Hunting,Release,Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Hedges et al. 2015, PDNZDC 2017",
173,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,North Island,2005,Hunting,Unaided (L),Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Hedges et al. 2015, PDNZDC 2017",
174,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,North Island,2005,Hunting,"Escape, Release",Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Hedges et al. 2015, PDNZDC 2017",
175,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,North Island,2005,Hunting,"Escape, Release",Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Hedges et al. 2015, PDNZDC 2017",
176,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Prince of Wales Island,1912,"Fauna Improvement, Hunting",Unaided,Invasive,Australian,Oriental,"Long 2003, Mortiarty 2004, West 2011, DEEA 2016, DAFBQ 2016, Davis et al. 2016, GBIF.org 2020ad",Natural expansion from Friday Island
177,Cetartiodactyla,Cervidae,Rusa timorensis,Javan Deer,Australia,,"Farming, Fauna Improvement, Hunting","Escape, Release (L)",Invasive,Australian,Oriental,"Long 2003, West 2011, Davis et al. 2016",
178,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Crocker Island,,"Fauna Improvement, Hunting",Unaided,Established,Australian,Oriental,"Moriarty 2004, Rankmore 2005, West 2011, DEEA 2016, Davis et al. 2016",
179,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Australia,1912,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Moriarty 2004, Davis et al. 2016",
180,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,North Island,2005,Farming,Escape,Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Timmins et al. 2015b, PDNZDC 2017",
181,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,North Island,1875,Hunting,Release,Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Timmins et al. 2015b, PDNZDC 2017",
182,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,North Island,1875,Hunting,Release,Invasive,Australian,Oriental,"Fraser et al. 2000, Long 2003, Timmins et al. 2015b, PDNZDC 2017",
183,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,French Island,,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Moriarty 2004, DEEA 2016, West 2011, Davis et al. 2016, GBIF.org 2020ae",
184,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Chinaman Island,,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Moriarty 2004, DEEA 2016, West 2011, Davis et al. 2016",
185,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Australia,1865,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Moriarty 2004, West 2011, Timmins et al. 2015b, Davis et al. 2016, GBIF.org 2020ae",
186,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Australia,1855,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Moriarty 2004, West 2011, Timmins et al. 2015b, Davis et al. 2016, GBIF.org 2020ae",
187,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Australia,1985,"Fauna Improvement, Hunting",Release,Invasive,Australian,Oriental,"Long 2003, Moriarty 2004, West 2011, Timmins et al. 2015b, Davis et al. 2016, GBIF.org 2020ae",
188,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Australia,1865,"Farming, Fauna Improvement, Hunting","Escape, Release",Invasive,Australian,Oriental,"Long 2003, Moriarty 2004, West 2011, Timmins et al. 2015b, Davis et al. 2016",
189,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,North America,1958,Hunting,Escape,Established,Nearctic,Oriental,"Long 2003, Timmins et al. 2015b, CDFW 2018b, GBIF.org 2020ae",Year of first observation
190,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,Saint Vincent Island,1932,Hunting,Release,Established,Nearctic,Oriental,"Long 2003, Timmins et al. 2015b, GBIF.org 2020ae",
191,Cetartiodactyla,Cervidae,Rusa unicolor,Sambar Deer,North America,1932,Hunting,"Escape, Release",Established,Nearctic,Oriental,"Long 2003, Timmins et al. 2015b, GBIF.org 2020ae",
192,Primates,Callitrichidae,Saguinus oedipus,Cotton-Top Tamarins,South America,1974,"Ornamental Purposes, Pet (L)","Escape, Release (L)",Established,Neotropical,Neotropical,"Miller et al. 2004, Savage & Causado 2014, Mast et al. 2017",
193,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Buru Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
194,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Seram Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
195,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Simeulue Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Heinsohn 2003, Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
196,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Nias Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
197,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Flores Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Heinsohn 2003, Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
198,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Timor Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Heinsohn 2003, Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
199,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Rote Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
200,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Savu Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
201,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Ambon Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
202,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Bacan Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
203,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Sumbawa Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
204,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Ternate Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oriental,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
205,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Morotai Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
206,Cetartiodactyla,Suidae,Sus celebensis,Sulawesi Warty Pig,Salawati Island,-6000,"Farming, Hunting (L)","Escape, Release (L)",Established,Oceanian,Oriental,"Long 2003, Zeder et al. 2006, Burton & Macdonald 2008, Burton et al. 2017",Date of pig domestication. Hybrid populations of Sus celebensis x S. scrofa
