"ID","Binomial","GID_0","NAME_0","GID_1","NAME_1",
692,"Oryctolagus cuniculus","SWE","Sweden","SWE.15_1","Stockholm",
849,"Ovis orientalis","SWE","Sweden","SWE.15_1","Stockholm",
1516,"Lepus europaeus","SWE","Sweden","SWE.15_1","Stockholm",
1542,"Lepus europaeus","SWE","Sweden","SWE.15_1","Stockholm",
2321,"Nyctereutes procyonoides","SWE","Sweden","SWE.15_1","Stockholm",
2331,"Dama dama","SWE","Sweden","SWE.15_1","Stockholm",
2346,"Neovison vison","SWE","Sweden","SWE.15_1","Stockholm",
848,"Ovis orientalis","ESP","Spain","ESP.5_1","Castilla y León",
1738,"Neovison vison","ESP","Spain","ESP.5_1","Castilla y León",
1739,"Neovison vison","ESP","Spain","ESP.5_1","Castilla y León",
1982,"Procyon lotor","ESP","Spain","ESP.5_1","Castilla y León",
2341,"Dama dama","ESP","Spain","ESP.5_1","Castilla y León",
2522,"Myocastor coypus","ESP","Spain","ESP.5_1","Castilla y León",
2685,"Genetta genetta","ESP","Spain","ESP.5_1","Castilla y León",
2014,"Rattus argentiventer","PHL","Philippines","PHL.42_1","Lanao del Sur",
2225,"Viverra tangalunga","PHL","Philippines","PHL.42_1","Lanao del Sur",
2334,"Rattus tanezumi","PHL","Philippines","PHL.42_1","Lanao del Sur",
2350,"Rattus exulans","PHL","Philippines","PHL.42_1","Lanao del Sur",
2712,"Suncus murinus","PHL","Philippines","PHL.42_1","Lanao del Sur",
2685,"Genetta genetta","PRT","Portugal","PRT.12_1","Lisboa",
247,"Herpestes auropunctatus","PRI","Puerto Rico","PRI.11_1","Bayamón",
1853,"Odocoileus virginianus","PRI","Puerto Rico","PRI.11_1","Bayamón",
848,"Ovis orientalis","AUT","Austria","AUT.2_1","Kärnten",
2321,"Nyctereutes procyonoides","AUT","Austria","AUT.2_1","Kärnten",
2341,"Dama dama","AUT","Austria","AUT.2_1","Kärnten",
2679,"Ondatra zibethicus","AUT","Austria","AUT.2_1","Kärnten",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.84_1","Želino",
1663,"Mustela nivalis","LBY","Libya","LBY.4_1","Al Jifarah",
1093,"Cervus nippon","LTU","Lithuania","LTU.7_1","Taurages",
2321,"Nyctereutes procyonoides","LTU","Lithuania","LTU.7_1","Taurages",
2346,"Neovison vison","LTU","Lithuania","LTU.7_1","Taurages",
2679,"Ondatra zibethicus","LTU","Lithuania","LTU.7_1","Taurages",
47,"Bubalus bubalis","PRY","Paraguay","PRY.1_1","Alto Paraguay",
1814,"Nyctereutes procyonoides","MNG","Mongolia","MNG.5_1","Darhan-Uul",
2677,"Ondatra zibethicus","MNG","Mongolia","MNG.5_1","Darhan-Uul",
1922,"Phalanger orientalis","SLB","Solomon Islands","SLB.6_1","Makira Ulawa",
2349,"Rattus exulans","SLB","Solomon Islands","SLB.6_1","Makira Ulawa",
2013,"Rattus argentiventer","PHL","Philippines","PHL.20_1","Camarines Sur",
2059,"Rattus tanezumi","PHL","Philippines","PHL.20_1","Camarines Sur",
2227,"Viverra tangalunga","PHL","Philippines","PHL.20_1","Camarines Sur",
2350,"Rattus exulans","PHL","Philippines","PHL.20_1","Camarines Sur",
2709,"Suncus murinus","PHL","Philippines","PHL.20_1","Camarines Sur",
1868,"Ovibos moschatus","GRL","Greenland","GRL.5_1","Sermersooq",
247,"Herpestes auropunctatus","PRI","Puerto Rico","PRI.33_1","Gurabo",
1853,"Odocoileus virginianus","PRI","Puerto Rico","PRI.33_1","Gurabo",
1040,"Capra ibex","BGR","Bulgaria","BGR.21_1","Sofia",
2321,"Nyctereutes procyonoides","BGR","Bulgaria","BGR.21_1","Sofia",
2679,"Ondatra zibethicus","BGR","Bulgaria","BGR.21_1","Sofia",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.62_1","Rosoman",
918,"Apodemus sylvaticus","DZA","Algeria","DZA.45_1","Tipaza",
1663,"Mustela nivalis","DZA","Algeria","DZA.45_1","Tipaza",
2332,"Rattus tanezumi","MYS","Malaysia","MYS.8_1","Pahang",
240,"Herpestes auropunctatus","VCT","Saint Vincent and the Grenadines","VCT.4_1","Saint David",
1360,"Dasyprocta leporina","VCT","Saint Vincent and the Grenadines","VCT.4_1","Saint David",
865,"Ovis orientalis","BEL","Belgium","BEL.3_1","Wallonie",
1017,"Callosciurus erythraeus","BEL","Belgium","BEL.3_1","Wallonie",
1987,"Procyon lotor","BEL","Belgium","BEL.3_1","Wallonie",
2321,"Nyctereutes procyonoides","BEL","Belgium","BEL.3_1","Wallonie",
2341,"Dama dama","BEL","Belgium","BEL.3_1","Wallonie",
2346,"Neovison vison","BEL","Belgium","BEL.3_1","Wallonie",
2352,"Oryctolagus cuniculus","BEL","Belgium","BEL.3_1","Wallonie",
2379,"Castor canadensis","BEL","Belgium","BEL.3_1","Wallonie",
2428,"Eutamias sibiricus","BEL","Belgium","BEL.3_1","Wallonie",
2522,"Myocastor coypus","BEL","Belgium","BEL.3_1","Wallonie",
2679,"Ondatra zibethicus","BEL","Belgium","BEL.3_1","Wallonie",
970,"Apodemus sylvaticus","GGY","Guernsey","GGY.9_1","Saint Peter Port",
1169,"Crocidura russula","GGY","Guernsey","GGY.9_1","Saint Peter Port",
2419,"Erinaceus europaeus","GGY","Guernsey","GGY.9_1","Saint Peter Port",
2322,"Rattus exulans","WSM","Samoa","WSM.5_1","Gaga'emauga",
1688,"Myocastor coypus","JOR","Jordan","JOR.2_1","Amman",
848,"Ovis orientalis","SVN","Slovenia","SVN.12_1","Zasavska",
2321,"Nyctereutes procyonoides","SVN","Slovenia","SVN.12_1","Zasavska",
2341,"Dama dama","SVN","Slovenia","SVN.12_1","Zasavska",
2522,"Myocastor coypus","SVN","Slovenia","SVN.12_1","Zasavska",
2679,"Ondatra zibethicus","SVN","Slovenia","SVN.12_1","Zasavska",
848,"Ovis orientalis","CHE","Switzerland","CHE.21_1","Ticino",
1476,"Hystrix cristata","CHE","Switzerland","CHE.21_1","Ticino",
2521,"Myocastor coypus","CHE","Switzerland","CHE.21_1","Ticino",
918,"Apodemus sylvaticus","MAR","Morocco","MAR.1_1","Chaouia - Ouardigha",
1663,"Mustela nivalis","MAR","Morocco","MAR.1_1","Chaouia - Ouardigha",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.40_1","Kruševo",
918,"Apodemus sylvaticus","DZA","Algeria","DZA.23_1","Jijel",
1663,"Mustela nivalis","DZA","Algeria","DZA.23_1","Jijel",
181,"Rusa unicolor","NZL","New Zealand","NZL.18_1","Wellington",
605,"Oryctolagus cuniculus","NZL","New Zealand","NZL.18_1","Wellington",
1086,"Cervus elaphus","NZL","New Zealand","NZL.18_1","Wellington",
1121,"Cervus nippon","NZL","New Zealand","NZL.18_1","Wellington",
1122,"Cervus nippon","NZL","New Zealand","NZL.18_1","Wellington",
1123,"Cervus nippon","NZL","New Zealand","NZL.18_1","Wellington",
1246,"Dama dama","NZL","New Zealand","NZL.18_1","Wellington",
1339,"Dama dama","NZL","New Zealand","NZL.18_1","Wellington",
1387,"Erinaceus europaeus","NZL","New Zealand","NZL.18_1","Wellington",
1624,"Mustela erminea","NZL","New Zealand","NZL.18_1","Wellington",
1655,"Mustela nivalis","NZL","New Zealand","NZL.18_1","Wellington",
1670,"Mustela putorius","NZL","New Zealand","NZL.18_1","Wellington",
2210,"Trichosurus vulpecula","NZL","New Zealand","NZL.18_1","Wellington",
2343,"Lepus europaeus","NZL","New Zealand","NZL.18_1","Wellington",
1354,"Dasyprocta leporina","LCA","Saint Lucia","LCA.4_1","Choiseul",
1363,"Dasypus novemcinctus","LCA","Saint Lucia","LCA.4_1","Choiseul",
1369,"Didelphis marsupialis","LCA","Saint Lucia","LCA.4_1","Choiseul",
2684,"Herpestes auropunctatus","LCA","Saint Lucia","LCA.4_1","Choiseul",
2349,"Rattus exulans","NRU","Nauru","NRU.6_1","Boe",
2350,"Rattus exulans","PHL","Philippines","PHL.77_1","Tawi-Tawi",
1250,"Dama dama","ROU","Romania","ROU.22_1","Harghita",
1252,"Dama dama","ROU","Romania","ROU.22_1","Harghita",
2321,"Nyctereutes procyonoides","ROU","Romania","ROU.22_1","Harghita",
2679,"Ondatra zibethicus","ROU","Romania","ROU.22_1","Harghita",
1434,"Eulemur fulvus","MYT","Mayotte","MYT.17_1","Tsingoni",
1948,"Potamochoerus larvatus","MYT","Mayotte","MYT.17_1","Tsingoni",
2242,"Viverricula indica","MYT","Mayotte","MYT.17_1","Tsingoni",
2600,"Tenrec ecaudatus","MYT","Mayotte","MYT.17_1","Tsingoni",
2150,"Suncus murinus","IRN","Iran","IRN.15_1","Khuzestan",
741,"Oryctolagus cuniculus","MLT","Malta","MLT.1_1","Ċentrali",
972,"Atelerix algirus","MLT","Malta","MLT.1_1","Ċentrali",
2131,"Suncus etruscus","MLT","Malta","MLT.1_1","Ċentrali",
2511,"Mustela nivalis","MLT","Malta","MLT.1_1","Ċentrali",
2679,"Ondatra zibethicus","MNE","Montenegro","MNE.18_1","Šavnik",
848,"Ovis orientalis","HUN","Hungary","HUN.10_1","Heves",
2321,"Nyctereutes procyonoides","HUN","Hungary","HUN.10_1","Heves",
2346,"Neovison vison","HUN","Hungary","HUN.10_1","Heves",
2352,"Oryctolagus cuniculus","HUN","Hungary","HUN.10_1","Heves",
2679,"Ondatra zibethicus","HUN","Hungary","HUN.10_1","Heves",
2031,"Rattus exulans","PLW","Palau","PLW.6_1","Koror",
2049,"Rattus nitidus","PLW","Palau","PLW.6_1","Koror",
2093,"Rattus tanezumi","PLW","Palau","PLW.6_1","Koror",
969,"Apodemus sylvaticus","GGY","Guernsey","GGY.13_1","Sark",
2417,"Erinaceus europaeus","GGY","Guernsey","GGY.13_1","Sark",
2013,"Rattus argentiventer","PHL","Philippines","PHL.55_1","Nueva Ecija",
2059,"Rattus tanezumi","PHL","Philippines","PHL.55_1","Nueva Ecija",
2227,"Viverra tangalunga","PHL","Philippines","PHL.55_1","Nueva Ecija",
2350,"Rattus exulans","PHL","Philippines","PHL.55_1","Nueva Ecija",
2709,"Suncus murinus","PHL","Philippines","PHL.55_1","Nueva Ecija",
1688,"Myocastor coypus","ISR","Israel","ISR.7_1","Tel Aviv",
916,"Apodemus sylvaticus","IRL","Ireland","IRL.10_1","Kilkenny",
1114,"Cervus nippon","IRL","Ireland","IRL.10_1","Kilkenny",
1172,"Crocidura russula","IRL","Ireland","IRL.10_1","Kilkenny",
1344,"Dama dama","IRL","Ireland","IRL.10_1","Kilkenny",
1388,"Erinaceus europaeus","IRL","Ireland","IRL.10_1","Kilkenny",
1682,"Mustela putorius","IRL","Ireland","IRL.10_1","Kilkenny",
1729,"Myodes glareolus","IRL","Ireland","IRL.10_1","Kilkenny",
1786,"Neovison vison","IRL","Ireland","IRL.10_1","Kilkenny",
2112,"Sciurus carolinensis","IRL","Ireland","IRL.10_1","Kilkenny",
2636,"Oryctolagus cuniculus","IRL","Ireland","IRL.10_1","Kilkenny",
1353,"Dasyprocta leporina","BES","Bonaire"," Sint Eustatius and Saba","BES.3_1","Sint Eustatius"
1743,"Neovison vison","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
1745,"Neovison vison","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
1752,"Neovison vison","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
1968,"Procyon lotor","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
1983,"Procyon lotor","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
1987,"Procyon lotor","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2321,"Nyctereutes procyonoides","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2341,"Dama dama","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2352,"Oryctolagus cuniculus","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2382,"Cervus nippon","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2386,"Cervus nippon","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2387,"Cervus nippon","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2522,"Myocastor coypus","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2679,"Ondatra zibethicus","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
2685,"Genetta genetta","FRA","France","FRA.2_1","Bourgogne-Franche-Comté",
247,"Herpestes auropunctatus","PRI","Puerto Rico","PRI.68_1","Santa Isabel",
1853,"Odocoileus virginianus","PRI","Puerto Rico","PRI.68_1","Santa Isabel",
1434,"Eulemur fulvus","MYT","Mayotte","MYT.3_1","Bandrele",
1948,"Potamochoerus larvatus","MYT","Mayotte","MYT.3_1","Bandrele",
2242,"Viverricula indica","MYT","Mayotte","MYT.3_1","Bandrele",
2600,"Tenrec ecaudatus","MYT","Mayotte","MYT.3_1","Bandrele",
967,"Apodemus sylvaticus","JEY","Jersey","JEY.5_1","Saint John",
2418,"Erinaceus europaeus","JEY","Jersey","JEY.5_1","Saint John",
2031,"Rattus exulans","PLW","Palau","PLW.10_1","Ngardmau",
2049,"Rattus nitidus","PLW","Palau","PLW.10_1","Ngardmau",
1508,"Lepus europaeus","ARG","Argentina","ARG.9_1","Formosa",
1947,"Potamochoerus larvatus","MDG","Madagascar","MDG.3_1","Fianarantsoa",
2143,"Suncus etruscus","MDG","Madagascar","MDG.3_1","Fianarantsoa",
2238,"Viverricula indica","MDG","Madagascar","MDG.3_1","Fianarantsoa",
2716,"Suncus murinus","MDG","Madagascar","MDG.3_1","Fianarantsoa",
1153,"Chlorocebus sabaeus","CPV","Cape Verde","CPV.12_1","Santa Catarina",
226,"Cephalophus adersi","TZA","Tanzania","TZA.30_1","Zanzibar West",
2240,"Viverricula indica","TZA","Tanzania","TZA.30_1","Zanzibar West",
2724,"Suncus murinus","TZA","Tanzania","TZA.30_1","Zanzibar West",
1048,"Capreolus pygargus","RUS","Russia","RUS.64_1","Smolensk",
2321,"Nyctereutes procyonoides","RUS","Russia","RUS.64_1","Smolensk",
2346,"Neovison vison","RUS","Russia","RUS.64_1","Smolensk",
2679,"Ondatra zibethicus","RUS","Russia","RUS.64_1","Smolensk",
2013,"Rattus argentiventer","PHL","Philippines","PHL.33_1","Ifugao",
2044,"Rattus nitidus","PHL","Philippines","PHL.33_1","Ifugao",
2059,"Rattus tanezumi","PHL","Philippines","PHL.33_1","Ifugao",
2227,"Viverra tangalunga","PHL","Philippines","PHL.33_1","Ifugao",
2350,"Rattus exulans","PHL","Philippines","PHL.33_1","Ifugao",
2709,"Suncus murinus","PHL","Philippines","PHL.33_1","Ifugao",
247,"Herpestes auropunctatus","PRI","Puerto Rico","PRI.46_1","Luquillo",
1853,"Odocoileus virginianus","PRI","Puerto Rico","PRI.46_1","Luquillo",
241,"Herpestes auropunctatus","DOM","Dominican Republic","DOM.16_1","Monseñor Nouel",
2726,"Suncus murinus","EGY","Egypt","EGY.15_1","As Suways",
373,"Oryctolagus cuniculus","CHL","Chile","CHL.6_1","Bío-Bío",
722,"Oryctolagus cuniculus","CHL","Chile","CHL.6_1","Bío-Bío",
1078,"Cervus elaphus","CHL","Chile","CHL.6_1","Bío-Bío",
1508,"Lepus europaeus","CHL","Chile","CHL.6_1","Bío-Bío",
2364,"Dama dama","CHL","Chile","CHL.6_1","Bío-Bío",
1809,"Nyctereutes procyonoides","ALA","Åland","ALA.6_1","Hammarland",
1837,"Odocoileus virginianus","ALA","Åland","ALA.6_1","Hammarland",
2654,"Ondatra zibethicus","ALA","Åland","ALA.6_1","Hammarland",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.75_1","Valandovo",
2529,"Myocastor coypus","MKD","Macedonia","MKD.75_1","Valandovo",
1156,"Chlorocebus sabaeus","KNA","Saint Kitts and Nevis","KNA.9_1","Saint Paul Capisterre",
1347,"Dasyprocta leporina","KNA","Saint Kitts and Nevis","KNA.9_1","Saint Paul Capisterre",
2446,"Herpestes auropunctatus","KNA","Saint Kitts and Nevis","KNA.9_1","Saint Paul Capisterre",
2498,"Odocoileus virginianus","KNA","Saint Kitts and Nevis","KNA.9_1","Saint Paul Capisterre",
917,"Apodemus sylvaticus","ISL","Iceland","ISL.2_1","Hálshreppur",
1796,"Neovison vison","ISL","Iceland","ISL.2_1","Hálshreppur",
2544,"Rangifer tarandus","ISL","Iceland","ISL.2_1","Hálshreppur",
1567,"Macaca fascicularis","MUS","Mauritius","MUS.2_1","Black River",
2448,"Herpestes auropunctatus","MUS","Mauritius","MUS.2_1","Black River",
2476,"Lepus nigricollis","MUS","Mauritius","MUS.2_1","Black River",
2568,"Rusa timorensis","MUS","Mauritius","MUS.2_1","Black River",
2598,"Tenrec ecaudatus","MUS","Mauritius","MUS.2_1","Black River",
2721,"Suncus murinus","MUS","Mauritius","MUS.2_1","Black River",
264,"Herpestes auropunctatus","BMU","Bermuda","BMU.3_1","Hamilton Municipality",
1987,"Procyon lotor","CHE","Switzerland","CHE.6_1","Bern",
2321,"Nyctereutes procyonoides","CHE","Switzerland","CHE.6_1","Bern",
2352,"Oryctolagus cuniculus","CHE","Switzerland","CHE.6_1","Bern",
2522,"Myocastor coypus","CHE","Switzerland","CHE.6_1","Bern",
2679,"Ondatra zibethicus","CHE","Switzerland","CHE.6_1","Bern",
41,"Bos javanicus","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
153,"Rusa timorensis","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
1887,"Paradoxurus hermaphroditus","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
2012,"Rattus argentiventer","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
2043,"Rattus nitidus","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
2058,"Rattus tanezumi","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
2234,"Viverra tangalunga","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
2350,"Rattus exulans","IDN","Indonesia","IDN.27_1","Sulawesi Tengah",
1984,"Procyon lotor","AZE","Azerbaijan","AZE.5_1","Kalbajar-Lachin",
2321,"Nyctereutes procyonoides","AZE","Azerbaijan","AZE.5_1","Kalbajar-Lachin",
848,"Ovis orientalis","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
1987,"Procyon lotor","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2321,"Nyctereutes procyonoides","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2341,"Dama dama","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2346,"Neovison vison","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2352,"Oryctolagus cuniculus","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2522,"Myocastor coypus","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2679,"Ondatra zibethicus","DEU","Germany","DEU.13_1","Sachsen-Anhalt",
2321,"Nyctereutes procyonoides","RUS","Russia","RUS.42_1","Mordovia",
2346,"Neovison vison","RUS","Russia","RUS.42_1","Mordovia",
2679,"Ondatra zibethicus","RUS","Russia","RUS.42_1","Mordovia",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.53_1","Oslomej",
247,"Herpestes auropunctatus","PRI","Puerto Rico","PRI.4_1","Aguas Buenas",
1853,"Odocoileus virginianus","PRI","Puerto Rico","PRI.4_1","Aguas Buenas",
679,"Oryctolagus cuniculus","REU","Reunion","REU.3_1","Saint-Paul",
2477,"Lepus nigricollis","REU","Reunion","REU.3_1","Saint-Paul",
2569,"Rusa timorensis","REU","Reunion","REU.3_1","Saint-Paul",
2599,"Tenrec ecaudatus","REU","Reunion","REU.3_1","Saint-Paul",
2720,"Suncus murinus","REU","Reunion","REU.3_1","Saint-Paul",
1780,"Neovison vison","PRK","North Korea","PRK.3_1","Hamgyŏng-namdo",
1663,"Mustela nivalis","LBY","Libya","LBY.10_1","An Nuqat al Khams",
1061,"Cercopithecus mona","GRD","Grenada","GRD.3_1","Saint David",
1349,"Dasyprocta leporina","GRD","Grenada","GRD.3_1","Saint David",
1364,"Dasypus novemcinctus","GRD","Grenada","GRD.3_1","Saint David",
1368,"Didelphis marsupialis","GRD","Grenada","GRD.3_1","Saint David",
2439,"Herpestes auropunctatus","GRD","Grenada","GRD.3_1","Saint David",
2540,"Nanger soemmerringii","ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",
2541,"Nanger soemmerringii","ERI","Eritrea","ERI.3_1","Debubawi Keyih Bahri",
242,"Herpestes auropunctatus","CUB","Cuba","CUB.3_1","Cienfuegos",
1842,"Odocoileus virginianus","CUB","Cuba","CUB.3_1","Cienfuegos",
731,"Oryctolagus cuniculus","MDA","Moldova","MDA.25_1","Ocniţa",
2321,"Nyctereutes procyonoides","MDA","Moldova","MDA.25_1","Ocniţa",
2679,"Ondatra zibethicus","MDA","Moldova","MDA.25_1","Ocniţa",
29,"Axis porcinus","LKA","Sri Lanka","LKA.17_1","Matara",
52,"Bubalus bubalis","LKA","Sri Lanka","LKA.17_1","Matara",
2349,"Rattus exulans","VUT","Vanuatu","VUT.5_1","Tafea",
2321,"Nyctereutes procyonoides","MKD","Macedonia","MKD.16_1","Debar",
1727,"Myocastor coypus","JPN","Japan","JPN.8_1","Fukushima",
1803,"Neovison vison","JPN","Japan","JPN.8_1","Fukushima",
1885,"Paguma larvata","JPN","Japan","JPN.8_1","Fukushima",
1955,"Procyon lotor","JPN","Japan","JPN.8_1","Fukushima",
1814,"Nyctereutes procyonoides","RUS","Russia","RUS.29_1","Khakass",
2346,"Neovison vison","RUS","Russia","RUS.29_1","Khakass",
2677,"Ondatra zibethicus","RUS","Russia","RUS.29_1","Khakass",
1262,"Dama dama","USA","United States","USA.43_1","Tennessee",
1696,"Myocastor coypus","USA","United States","USA.43_1","Tennessee",
2643,"Vulpes vulpes","USA","United States","USA.43_1","Tennessee",
703,"Oryctolagus cuniculus","ROU","Romania","ROU.3_1","Argeș",
1251,"Dama dama","ROU","Romania","ROU.3_1","Argeș",
2321,"Nyctereutes procyonoides","ROU","Romania","ROU.3_1","Argeș",
2679,"Ondatra zibethicus","ROU","Romania","ROU.3_1","Argeș",
2206,"Tragelaphus angasii","LSO","Lesotho","LSO.10_1","Thaba-Tseka",
1361,"Dasyprocta punctata","CYM","Cayman Islands","CYM.7_1","West Bay",
722,"Oryctolagus cuniculus","ARG","Argentina","ARG.15_1","Neuquén",
1078,"Cervus elaphus","ARG","Argentina","ARG.15_1","Neuquén",
1508,"Lepus europaeus","ARG","Argentina","ARG.15_1","Neuquén",
2362,"Dama dama","ARG","Argentina","ARG.15_1","Neuquén",
2364,"Dama dama","ARG","Argentina","ARG.15_1","Neuquén",
2373,"Axis axis","ARG","Argentina","ARG.15_1","Neuquén",
90,"Eulemur mongoz","COM","Comoros","COM.1_1","Mwali",
2203,"Tenrec ecaudatus","COM","Comoros","COM.1_1","Mwali",
2237,"Viverricula indica","COM","Comoros","COM.1_1","Mwali",
2717,"Suncus murinus","COM","Comoros","COM.1_1","Mwali",
212,"Capra aegagrus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
213,"Capra aegagrus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
217,"Capra aegagrus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
224,"Capra aegagrus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
291,"Oryctolagus cuniculus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
397,"Oryctolagus cuniculus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
593,"Oryctolagus cuniculus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
1722,"Myocastor coypus","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
1794,"Neovison vison","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
2298,"Vulpes vulpes","GRC","Greece","GRC.8_1","Thessaly and Central Greece",
1987,"Procyon lotor","LIE","Liechtenstein","LIE.9_1","Triesen",
2321,"Nyctereutes procyonoides","LIE","Liechtenstein","LIE.9_1","Triesen",
2679,"Ondatra zibethicus","LIE","Liechtenstein","LIE.9_1","Triesen",
2321,"Nyctereutes procyonoides","RUS","Russia","RUS.77_1","Volgograd",
2346,"Neovison vison","RUS","Russia","RUS.77_1","Volgograd",
2679,"Ondatra zibethicus","RUS","Russia","RUS.77_1","Volgograd",
1607,"Martes zibellina","KAZ","Kazakhstan","KAZ.1_1","Almaty",
2346,"Neovison vison","KAZ","Kazakhstan","KAZ.1_1","Almaty",
2677,"Ondatra zibethicus","KAZ","Kazakhstan","KAZ.1_1","Almaty",
606,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
607,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
608,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
611,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
617,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
618,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
622,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
623,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
625,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
629,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
637,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
638,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
642,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
644,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
649,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
651,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
654,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
655,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
657,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
661,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
665,"Oryctolagus cuniculus","AUS","Australia","AUS.9_1","Tasmania",
1184,"Dama dama","AUS","Australia","AUS.9_1","Tasmania",
1186,"Dama dama","AUS","Australia","AUS.9_1","Tasmania",
1539,"Lepus europaeus","AUS","Australia","AUS.9_1","Tasmania",
1593,"Macropus giganteus","AUS","Australia","AUS.9_1","Tasmania",
1991,"Pseudocheirus peregrinus","AUS","Australia","AUS.9_1","Tasmania",
2181,"Tachyglossus aculeatus","AUS","Australia","AUS.9_1","Tasmania",
2204,"Thylogale billardierii","AUS","Australia","AUS.9_1","Tasmania",
2205,"Thylogale billardierii","AUS","Australia","AUS.9_1","Tasmania",
2212,"Trichosurus vulpecula","AUS","Australia","AUS.9_1","Tasmania",
2243,"Vombatus ursinus","AUS","Australia","AUS.9_1","Tasmania",
2270,"Vulpes vulpes","AUS","Australia","AUS.9_1","Tasmania",
2280,"Vulpes vulpes","AUS","Australia","AUS.9_1","Tasmania",
2292,"Vulpes vulpes","AUS","Australia","AUS.9_1","Tasmania",
2342,"Lepus europaeus","AUS","Australia","AUS.9_1","Tasmania",
2590,"Sarcophilus harrisii","AUS","Australia","AUS.9_1","Tasmania",
2597,"Isoodon obesulus","AUS","Australia","AUS.9_1","Tasmania",
2639,"Macropus giganteus","AUS","Australia","AUS.9_1","Tasmania",
2640,"Pseudocheirus peregrinus","AUS","Australia","AUS.9_1","Tasmania",
2641,"Macropus rufogriseus","AUS","Australia","AUS.9_1","Tasmania",
2642,"Petaurus breviceps","AUS","Australia","AUS.9_1","Tasmania",
1358,"Dasyprocta leporina","MTQ","Martinique","MTQ.2_1","Le Marin",
1371,"Didelphis marsupialis","MTQ","Martinique","MTQ.2_1","Le Marin",
